SK_RequisicaoItem;NumeroRequisicao;DataSolicitacao;DataPrometida;DataAtendimento;SK_Item;SK_Deposito;SK_CentroCusto;SK_Solicitante;SK_Status;QuantidadeSolicitada;QuantidadeAtendida;QuantidadeNaoAtendida;CustoUnitario;HorasAtendimento;FlagAtendidoTotal;FlagNoPrazo;FlagOTIF;FlagPendente;MotivoNaoAtendimento
17511;RQ017511;2024-10-28;2024-10-29;2024-10-28;211;3;5;18;3;159,0000;159,0000;0,0000;20,0600;5,34;1;1;1;0;
17512;RQ017512;2024-11-12;2024-11-13;2024-11-12;211;3;8;25;3;187,0000;187,0000;0,0000;20,2914;3,39;1;1;1;0;
17513;RQ017513;2024-12-02;2024-12-03;2024-12-02;211;3;7;30;3;60,0000;60,0000;0,0000;20,2914;5,92;1;1;1;0;
17514;RQ017514;2024-12-25;2024-12-26;2024-12-25;211;3;8;32;3;60,0000;60,0000;0,0000;20,2914;7,28;1;1;1;0;
17515;RQ017515;2024-12-03;2024-12-04;2024-12-03;211;3;7;24;3;60,0000;60,0000;0,0000;20,2914;3,96;1;1;1;0;
17516;RQ017516;2024-12-06;2024-12-07;2024-12-06;211;3;9;13;3;60,0000;60,0000;0,0000;20,2914;6,35;1;1;1;0;
17517;RQ017517;2025-01-28;2025-01-29;2025-01-28;211;3;6;24;3;127,0000;127,0000;0,0000;20,4434;1,21;1;1;1;0;
17518;RQ017518;2025-01-08;2025-01-09;2025-01-08;211;3;3;37;3;127,0000;127,0000;0,0000;20,4434;1,57;1;1;1;0;
17519;RQ017519;2025-02-27;2025-02-28;2025-02-27;211;3;1;2;3;31,0000;31,0000;0,0000;20,5371;4,16;1;1;1;0;
17520;RQ017520;2025-02-26;2025-02-27;2025-02-26;211;3;9;3;3;31,0000;31,0000;0,0000;20,5371;6,75;1;1;1;0;
17521;RQ017521;2025-02-10;2025-02-11;2025-02-10;211;3;2;30;3;31,0000;31,0000;0,0000;20,5371;3,79;1;1;1;0;
17522;RQ017522;2025-02-14;2025-02-15;2025-02-14;211;3;2;7;3;31,0000;31,0000;0,0000;20,5371;2,99;1;1;1;0;
17523;RQ017523;2025-03-11;2025-03-12;2025-03-11;211;3;5;22;3;117,0000;117,0000;0,0000;20,5371;3,06;1;1;1;0;
17524;RQ017524;2025-03-31;2025-04-01;2025-03-31;211;3;1;25;4;117,0000;91,0000;26,0000;20,5371;1,48;0;1;0;0;Atendimento parcial
17525;RQ017525;2025-04-15;2025-04-16;2025-04-15;211;3;9;9;3;85,0000;85,0000;0,0000;20,4681;2,75;1;1;1;0;
17526;RQ017526;2025-04-17;2025-04-18;2025-04-17;211;3;3;25;3;85,0000;85,0000;0,0000;20,4681;6,52;1;1;1;0;
17527;RQ017527;2025-04-17;2025-04-18;2025-04-17;211;3;12;16;3;85,0000;85,0000;0,0000;20,4681;6,49;1;1;1;0;
17528;RQ017528;2025-05-08;2025-05-09;2025-05-08;211;3;11;11;4;223,0000;211,0000;12,0000;20,4681;2,95;0;1;0;0;Atendimento parcial
17529;RQ017529;2025-06-09;2025-06-10;2025-06-09;211;3;10;36;3;110,0000;110,0000;0,0000;20,5278;1,33;1;1;1;0;
17530;RQ017530;2025-07-11;2025-07-12;2025-07-11;211;3;7;16;3;49,0000;49,0000;0,0000;20,5278;1,79;1;1;1;0;
17531;RQ017531;2025-07-21;2025-07-22;2025-07-21;211;3;1;3;3;49,0000;49,0000;0,0000;20,5278;8,00;1;1;1;0;
17532;RQ017532;2025-07-17;2025-07-18;2025-07-17;211;3;4;22;3;49,0000;49,0000;0,0000;20,5278;2,60;1;1;1;0;
17533;RQ017533;2025-07-01;2025-07-02;2025-07-01;211;3;2;23;3;49,0000;49,0000;0,0000;20,5278;5,32;1;1;1;0;
17534;RQ017534;2025-07-11;2025-07-12;2025-07-11;211;3;1;8;3;49,0000;49,0000;0,0000;20,5278;6,77;1;1;1;0;
17535;RQ017535;2025-08-22;2025-08-23;2025-08-22;211;3;1;21;3;107,0000;107,0000;0,0000;20,4411;6,34;1;1;1;0;
17536;RQ017536;2025-09-16;2025-09-17;2025-09-16;211;3;2;15;3;29,0000;29,0000;0,0000;20,4411;2,68;1;1;1;0;
17537;RQ017537;2025-10-10;2025-10-11;2025-10-10;211;3;8;15;3;58,0000;58,0000;0,0000;20,4411;5,17;1;1;1;0;
17538;RQ017538;2025-10-21;2025-10-22;2025-10-21;211;3;12;30;3;58,0000;58,0000;0,0000;20,4411;1,79;1;1;1;0;
17539;RQ017539;2025-10-13;2025-10-14;2025-10-13;211;3;1;27;3;58,0000;58,0000;0,0000;20,4411;1,27;1;1;1;0;
17540;RQ017540;2025-10-06;2025-10-07;2025-10-06;211;3;3;20;3;58,0000;58,0000;0,0000;20,4411;5,86;1;1;1;0;
17541;RQ017541;2025-11-18;2025-11-19;2025-11-18;211;3;10;40;3;68,0000;68,0000;0,0000;20,4049;6,23;1;1;1;0;
17542;RQ017542;2025-11-14;2025-11-15;2025-11-14;211;3;3;23;3;68,0000;68,0000;0,0000;20,4049;2,20;1;1;1;0;
17543;RQ017543;2024-09-18;2024-09-19;2024-09-18;212;3;11;6;3;54,0000;54,0000;0,0000;996,1300;7,92;1;1;1;0;
17544;RQ017544;2024-09-03;2024-09-04;2024-09-03;212;3;10;7;3;54,0000;54,0000;0,0000;996,1300;7,45;1;1;1;0;
17545;RQ017545;2024-09-13;2024-09-14;2024-09-13;212;3;1;20;3;54,0000;54,0000;0,0000;996,1300;4,72;1;1;1;0;
17546;RQ017546;2024-09-09;2024-09-10;2024-09-09;212;3;7;28;3;54,0000;54,0000;0,0000;996,1300;2,86;1;1;1;0;
17547;RQ017547;2024-10-09;2024-10-10;2024-10-09;212;3;5;29;3;21,0000;21,0000;0,0000;996,7733;2,91;1;1;1;0;
17548;RQ017548;2024-10-14;2024-10-15;2024-10-14;212;3;12;4;3;21,0000;21,0000;0,0000;996,7733;7,56;1;1;1;0;
17549;RQ017549;2024-10-07;2024-10-08;2024-10-07;212;3;3;32;3;21,0000;21,0000;0,0000;996,7733;2,05;1;1;1;0;
17550;RQ017550;2024-10-29;2024-10-30;2024-10-29;212;3;2;38;3;21,0000;21,0000;0,0000;996,7733;3,30;1;1;1;0;
17551;RQ017551;2024-11-18;2024-11-19;2024-11-18;212;3;11;31;3;58,0000;58,0000;0,0000;996,7733;3,07;1;1;1;0;
17552;RQ017552;2024-11-15;2024-11-16;2024-11-15;212;3;3;38;3;58,0000;58,0000;0,0000;996,7733;2,05;1;1;1;0;
17553;RQ017553;2024-11-26;2024-11-27;2024-11-26;212;3;9;10;3;58,0000;58,0000;0,0000;996,7733;4,70;1;1;1;0;
17554;RQ017554;2024-12-31;2025-01-01;2024-12-31;212;3;9;40;3;22,0000;22,0000;0,0000;997,2649;6,35;1;1;1;0;
17555;RQ017555;2024-12-06;2024-12-07;2024-12-06;212;3;3;2;3;22,0000;22,0000;0,0000;997,2649;4,86;1;1;1;0;
17556;RQ017556;2024-12-25;2024-12-26;2024-12-25;212;3;12;26;3;22,0000;22,0000;0,0000;997,2649;3,34;1;1;1;0;
17557;RQ017557;2024-12-31;2025-01-01;2024-12-31;212;3;11;1;3;22,0000;22,0000;0,0000;997,2649;2,75;1;1;1;0;
17558;RQ017558;2024-12-23;2024-12-24;2024-12-23;212;3;6;14;3;22,0000;22,0000;0,0000;997,2649;7,92;1;1;1;0;
17559;RQ017559;2025-01-09;2025-01-10;2025-01-09;212;3;3;18;3;35,0000;35,0000;0,0000;997,2649;4,91;1;1;1;0;
17560;RQ017560;2025-01-13;2025-01-14;2025-01-13;212;3;11;20;3;35,0000;35,0000;0,0000;997,2649;6,96;1;1;1;0;
17561;RQ017561;2025-01-02;2025-01-03;2025-01-04;212;3;10;16;3;35,0000;35,0000;0,0000;997,2649;50,83;1;0;0;0;
17562;RQ017562;2025-01-03;2025-01-04;2025-01-03;212;3;8;28;3;35,0000;35,0000;0,0000;997,2649;2,63;1;1;1;0;
17563;RQ017563;2025-02-17;2025-02-18;2025-02-17;212;3;2;17;3;31,0000;31,0000;0,0000;1008,4934;3,51;1;1;1;0;
17564;RQ017564;2025-02-27;2025-02-28;2025-02-27;212;3;10;3;3;31,0000;31,0000;0,0000;1008,4934;2,75;1;1;1;0;
17565;RQ017565;2025-02-27;2025-02-28;2025-02-27;212;3;12;37;3;31,0000;31,0000;0,0000;1008,4934;3,74;1;1;1;0;
17566;RQ017566;2025-02-24;2025-02-25;2025-02-24;212;3;4;6;3;31,0000;31,0000;0,0000;1008,4934;5,92;1;1;1;0;
17567;RQ017567;2025-03-14;2025-03-15;2025-03-14;212;3;9;5;3;165,0000;165,0000;0,0000;1008,4934;5,18;1;1;1;0;
17568;RQ017568;2025-04-04;2025-04-05;2025-04-04;212;3;12;6;3;28,0000;28,0000;0,0000;1018,6090;2,17;1;1;1;0;
17569;RQ017569;2025-04-30;2025-05-01;2025-04-30;212;3;11;28;3;28,0000;28,0000;0,0000;1018,6090;7,33;1;1;1;0;
17570;RQ017570;2025-04-17;2025-04-18;2025-04-17;212;3;5;13;3;28,0000;28,0000;0,0000;1018,6090;3,17;1;1;1;0;
17571;RQ017571;2025-04-29;2025-04-30;2025-04-29;212;3;11;21;3;28,0000;28,0000;0,0000;1018,6090;6,29;1;1;1;0;
17572;RQ017572;2025-04-30;2025-05-01;2025-04-30;212;3;6;14;3;28,0000;28,0000;0,0000;1018,6090;5,49;1;1;1;0;
17573;RQ017573;2025-05-27;2025-05-28;2025-05-27;212;3;5;18;3;37,0000;37,0000;0,0000;1016,4531;6,41;1;1;1;0;
17574;RQ017574;2025-05-20;2025-05-21;2025-05-20;212;3;3;25;3;37,0000;37,0000;0,0000;1016,4531;3,08;1;1;1;0;
17575;RQ017575;2025-05-20;2025-05-21;2025-05-20;212;3;3;35;3;37,0000;37,0000;0,0000;1016,4531;1,02;1;1;1;0;
17576;RQ017576;2025-05-12;2025-05-13;2025-05-12;212;3;1;13;3;37,0000;37,0000;0,0000;1016,4531;5,16;1;1;1;0;
17577;RQ017577;2025-05-06;2025-05-07;2025-05-06;212;3;6;40;3;37,0000;37,0000;0,0000;1016,4531;6,01;1;1;1;0;
17578;RQ017578;2025-06-13;2025-06-14;2025-06-13;212;3;9;38;3;129,0000;129,0000;0,0000;1016,4531;1,27;1;1;1;0;
17579;RQ017579;2025-06-17;2025-06-18;2025-06-17;212;3;8;19;4;129,0000;48,0000;81,0000;1016,4531;7,18;0;1;0;0;Atendimento parcial
17580;RQ017580;2025-07-11;2025-07-12;2025-07-11;212;3;5;38;3;35,0000;35,0000;0,0000;1022,0073;7,74;1;1;1;0;
17581;RQ017581;2025-07-18;2025-07-19;2025-07-18;212;3;2;12;3;35,0000;35,0000;0,0000;1022,0073;4,65;1;1;1;0;
17582;RQ017582;2025-07-16;2025-07-17;2025-07-16;212;3;6;10;3;35,0000;35,0000;0,0000;1022,0073;7,45;1;1;1;0;
17583;RQ017583;2025-08-20;2025-08-21;2025-08-20;212;3;11;23;3;34,0000;34,0000;0,0000;1022,0073;6,23;1;1;1;0;
17584;RQ017584;2025-08-19;2025-08-20;2025-08-19;212;3;9;4;3;34,0000;34,0000;0,0000;1022,0073;1,47;1;1;1;0;
17585;RQ017585;2025-08-20;2025-08-21;2025-08-20;212;3;6;2;3;34,0000;34,0000;0,0000;1022,0073;5,64;1;1;1;0;
17586;RQ017586;2025-08-26;2025-08-27;2025-08-26;212;3;5;15;3;34,0000;34,0000;0,0000;1022,0073;3,28;1;1;1;0;
17587;RQ017587;2025-08-11;2025-08-12;2025-08-11;212;3;9;18;3;34,0000;34,0000;0,0000;1022,0073;5,31;1;1;1;0;
17588;RQ017588;2025-09-12;2025-09-13;2025-09-12;212;3;2;6;3;72,0000;72,0000;0,0000;1030,1515;3,02;1;1;1;0;
17589;RQ017589;2025-09-30;2025-10-01;2025-10-02;212;3;9;5;3;72,0000;72,0000;0,0000;1030,1515;52,14;1;0;0;0;
17590;RQ017590;2025-10-03;2025-10-04;2025-10-03;212;3;7;5;3;19,0000;19,0000;0,0000;1030,1515;5,50;1;1;1;0;
17591;RQ017591;2025-10-10;2025-10-11;2025-10-10;212;3;12;40;3;19,0000;19,0000;0,0000;1030,1515;1,75;1;1;1;0;
17592;RQ017592;2025-10-07;2025-10-08;2025-10-07;212;3;6;16;3;19,0000;19,0000;0,0000;1030,1515;3,32;1;1;1;0;
17593;RQ017593;2025-10-08;2025-10-09;2025-10-08;212;3;12;10;3;19,0000;19,0000;0,0000;1030,1515;7,84;1;1;1;0;
17594;RQ017594;2025-10-30;2025-10-31;2025-10-30;212;3;9;24;3;19,0000;19,0000;0,0000;1030,1515;7,59;1;1;1;0;
17595;RQ017595;2025-11-20;2025-11-21;2025-11-20;212;3;3;1;3;29,0000;29,0000;0,0000;1029,3692;6,39;1;1;1;0;
17596;RQ017596;2025-11-07;2025-11-08;2025-11-08;212;3;2;2;3;29,0000;29,0000;0,0000;1029,3692;26,10;1;1;1;0;
17597;RQ017597;2025-11-20;2025-11-21;2025-11-20;212;3;4;30;3;29,0000;29,0000;0,0000;1029,3692;2,67;1;1;1;0;
17598;RQ017598;2025-12-30;2025-12-31;2025-12-30;212;3;3;3;3;74,0000;74,0000;0,0000;1029,3692;7,02;1;1;1;0;
17599;RQ017599;2025-12-05;2025-12-06;2025-12-05;212;3;3;13;3;74,0000;74,0000;0,0000;1029,3692;4,64;1;1;1;0;
17600;RQ017600;2026-01-05;2026-01-06;2026-01-05;212;3;6;16;3;68,0000;68,0000;0,0000;1030,8427;6,43;1;1;1;0;
17601;RQ017601;2026-01-19;2026-01-20;2026-01-19;212;3;5;13;3;68,0000;68,0000;0,0000;1030,8427;1,98;1;1;1;0;
17602;RQ017602;2026-01-02;2026-01-03;2026-01-02;212;3;11;38;3;68,0000;68,0000;0,0000;1030,8427;4,33;1;1;1;0;
17603;RQ017603;2026-02-02;2026-02-03;2026-02-02;212;3;2;22;3;48,0000;48,0000;0,0000;1034,5562;2,52;1;1;1;0;
17604;RQ017604;2026-02-10;2026-02-11;2026-02-11;212;3;4;34;3;48,0000;48,0000;0,0000;1034,5562;26,32;1;1;1;0;
17605;RQ017605;2026-02-18;2026-02-19;2026-02-20;212;3;3;9;3;48,0000;48,0000;0,0000;1034,5562;54,01;1;0;0;0;
17606;RQ017606;2026-02-24;2026-02-25;2026-02-24;212;3;6;31;3;48,0000;48,0000;0,0000;1034,5562;3,93;1;1;1;0;
17607;RQ017607;2026-02-11;2026-02-12;2026-02-11;212;3;3;30;3;48,0000;48,0000;0,0000;1034,5562;7,83;1;1;1;0;
17608;RQ017608;2026-03-02;2026-03-03;2026-03-02;212;3;4;32;3;48,0000;48,0000;0,0000;1039,4775;1,21;1;1;1;0;
17609;RQ017609;2026-03-10;2026-03-11;2026-03-10;212;3;4;6;3;48,0000;48,0000;0,0000;1039,4775;1,37;1;1;1;0;
17610;RQ017610;2026-03-31;2026-04-01;2026-03-31;212;3;2;4;3;48,0000;48,0000;0,0000;1039,4775;3,04;1;1;1;0;
17611;RQ017611;2026-03-11;2026-03-12;2026-03-11;212;3;4;19;3;48,0000;48,0000;0,0000;1039,4775;5,63;1;1;1;0;
17612;RQ017612;2026-03-11;2026-03-12;2026-03-11;212;3;9;36;3;48,0000;48,0000;0,0000;1039,4775;6,31;1;1;1;0;
17613;RQ017613;2026-04-13;2026-04-14;2026-04-13;212;3;4;2;3;106,0000;106,0000;0,0000;1037,6160;1,80;1;1;1;0;
17614;RQ017614;2026-04-29;2026-04-30;2026-04-29;212;3;8;28;3;106,0000;106,0000;0,0000;1037,6160;7,25;1;1;1;0;
17615;RQ017615;2026-05-11;2026-05-12;2026-05-11;212;3;7;29;3;25,0000;25,0000;0,0000;1031,8101;2,53;1;1;1;0;
17616;RQ017616;2026-05-25;2026-05-26;2026-05-25;212;3;7;26;3;25,0000;25,0000;0,0000;1031,8101;7,94;1;1;1;0;
17617;RQ017617;2026-05-18;2026-05-19;2026-05-18;212;3;7;37;3;25,0000;25,0000;0,0000;1031,8101;1,63;1;1;1;0;
17618;RQ017618;2026-05-07;2026-05-08;2026-05-07;212;3;2;6;3;25,0000;25,0000;0,0000;1031,8101;7,89;1;1;1;0;
17619;RQ017619;2026-05-28;2026-05-29;2026-05-28;212;3;12;16;3;25,0000;25,0000;0,0000;1031,8101;6,75;1;1;1;0;
17620;RQ017620;2026-06-16;2026-06-17;2026-06-17;212;3;3;12;3;34,0000;34,0000;0,0000;1031,8101;30,62;1;1;1;0;
17621;RQ017621;2026-06-17;2026-06-18;2026-06-17;212;3;5;17;3;34,0000;34,0000;0,0000;1031,8101;2,96;1;1;1;0;
17622;RQ017622;2026-06-30;2026-07-01;2026-06-30;212;3;3;39;3;34,0000;34,0000;0,0000;1031,8101;2,81;1;1;1;0;
17623;RQ017623;2026-06-23;2026-06-24;2026-06-23;212;3;2;4;3;34,0000;34,0000;0,0000;1031,8101;6,71;1;1;1;0;
17624;RQ017624;2026-07-20;2026-07-21;2026-07-20;212;3;7;1;3;70,0000;70,0000;0,0000;1042,9050;1,49;1;1;1;0;
17625;RQ017625;2026-07-01;2026-07-02;2026-07-01;212;3;6;34;3;70,0000;70,0000;0,0000;1042,9050;3,98;1;1;1;0;
17626;RQ017626;2026-08-12;2026-08-13;2026-08-12;212;3;5;33;3;49,0000;49,0000;0,0000;1042,9050;7,19;1;1;1;0;
17627;RQ017627;2026-08-20;2026-08-21;2026-08-20;212;3;11;31;3;49,0000;49,0000;0,0000;1042,9050;4,38;1;1;1;0;
17628;RQ017628;2026-08-07;2026-08-08;2026-08-07;212;3;6;13;3;49,0000;49,0000;0,0000;1042,9050;4,81;1;1;1;0;
17629;RQ017629;2024-09-27;2024-09-28;2024-09-27;212;2;10;4;3;53,0000;53,0000;0,0000;996,1300;4,20;1;1;1;0;
17630;RQ017630;2024-09-30;2024-10-01;2024-09-30;212;2;5;16;3;53,0000;53,0000;0,0000;996,1300;6,79;1;1;1;0;
17631;RQ017631;2024-10-16;2024-10-17;2024-10-16;212;2;10;21;3;61,0000;61,0000;0,0000;999,2920;4,71;1;1;1;0;
17632;RQ017632;2024-10-28;2024-10-29;2024-10-30;212;2;11;36;3;61,0000;61,0000;0,0000;999,2920;55,35;1;0;0;0;
17633;RQ017633;2024-10-21;2024-10-22;2024-10-21;212;2;7;29;3;61,0000;61,0000;0,0000;999,2920;7,46;1;1;1;0;
17634;RQ017634;2024-11-19;2024-11-20;2024-11-19;212;2;12;21;3;86,0000;86,0000;0,0000;999,2920;1,93;1;1;1;0;
17635;RQ017635;2024-12-23;2024-12-24;2024-12-23;212;2;8;27;3;136,0000;136,0000;0,0000;1003,0548;3,75;1;1;1;0;
17636;RQ017636;2025-01-28;2025-01-29;2025-01-28;212;2;10;1;3;19,0000;19,0000;0,0000;1003,0548;3,26;1;1;1;0;
17637;RQ017637;2025-01-06;2025-01-07;2025-01-06;212;2;5;29;3;19,0000;19,0000;0,0000;1003,0548;1,73;1;1;1;0;
17638;RQ017638;2025-01-16;2025-01-17;2025-01-16;212;2;4;22;3;19,0000;19,0000;0,0000;1003,0548;5,26;1;1;1;0;
17639;RQ017639;2025-01-01;2025-01-02;2025-01-01;212;2;3;4;3;19,0000;19,0000;0,0000;1003,0548;5,58;1;1;1;0;
17640;RQ017640;2025-01-06;2025-01-07;2025-01-06;212;2;4;2;3;19,0000;19,0000;0,0000;1003,0548;5,81;1;1;1;0;
17641;RQ017641;2025-02-25;2025-02-26;2025-02-25;212;2;8;32;3;97,0000;97,0000;0,0000;999,9569;6,07;1;1;1;0;
17642;RQ017642;2025-02-14;2025-02-15;2025-02-14;212;2;9;6;3;97,0000;97,0000;0,0000;999,9569;3,24;1;1;1;0;
17643;RQ017643;2025-03-26;2025-03-27;2025-03-26;212;2;12;5;3;146,0000;146,0000;0,0000;999,9569;2,40;1;1;1;0;
17644;RQ017644;2025-04-24;2025-04-25;2025-04-24;212;2;2;23;3;105,0000;105,0000;0,0000;998,2113;4,87;1;1;1;0;
17645;RQ017645;2025-04-09;2025-04-10;2025-04-09;212;2;9;3;3;105,0000;105,0000;0,0000;998,2113;2,69;1;1;1;0;
17646;RQ017646;2025-05-22;2025-05-23;2025-05-22;212;2;11;29;3;129,0000;129,0000;0,0000;998,2113;6,31;1;1;1;0;
17647;RQ017647;2025-05-13;2025-05-14;2025-05-13;212;2;4;6;4;129,0000;89,0000;40,0000;998,2113;7,28;0;1;0;0;Atendimento parcial
17648;RQ017648;2025-06-05;2025-06-06;2025-06-05;212;2;4;4;3;118,0000;118,0000;0,0000;1008,0438;1,30;1;1;1;0;
17649;RQ017649;2025-06-30;2025-07-01;2025-06-30;212;2;5;33;3;118,0000;118,0000;0,0000;1008,0438;1,29;1;1;1;0;
17650;RQ017650;2025-07-17;2025-07-18;2025-07-19;212;2;10;38;3;24,0000;24,0000;0,0000;1014,2072;50,38;1;0;0;0;
17651;RQ017651;2025-07-10;2025-07-11;2025-07-10;212;2;2;40;3;24,0000;24,0000;0,0000;1014,2072;6,73;1;1;1;0;
17652;RQ017652;2025-07-02;2025-07-03;2025-07-02;212;2;3;2;3;24,0000;24,0000;0,0000;1014,2072;6,87;1;1;1;0;
17653;RQ017653;2025-07-24;2025-07-25;2025-07-24;212;2;2;5;3;24,0000;24,0000;0,0000;1014,2072;2,00;1;1;1;0;
17654;RQ017654;2025-07-11;2025-07-12;2025-07-11;212;2;7;37;3;24,0000;24,0000;0,0000;1014,2072;6,22;1;1;1;0;
17655;RQ017655;2025-08-12;2025-08-13;2025-08-12;212;2;8;3;3;84,0000;84,0000;0,0000;1014,2072;1,96;1;1;1;0;
17656;RQ017656;2025-08-21;2025-08-22;2025-08-21;212;2;3;8;3;84,0000;84,0000;0,0000;1014,2072;5,83;1;1;1;0;
17657;RQ017657;2025-09-09;2025-09-10;2025-09-09;212;2;7;7;3;93,0000;93,0000;0,0000;1017,1274;7,59;1;1;1;0;
17658;RQ017658;2025-10-08;2025-10-09;2025-10-08;212;2;4;5;3;40,0000;40,0000;0,0000;1017,1274;5,84;1;1;1;0;
17659;RQ017659;2025-10-20;2025-10-21;2025-10-20;212;2;10;38;3;40,0000;40,0000;0,0000;1017,1274;4,05;1;1;1;0;
17660;RQ017660;2025-10-27;2025-10-28;2025-10-27;212;2;11;14;3;40,0000;40,0000;0,0000;1017,1274;7,34;1;1;1;0;
17661;RQ017661;2025-10-13;2025-10-14;2025-10-13;212;2;9;30;3;40,0000;40,0000;0,0000;1017,1274;7,63;1;1;1;0;
17662;RQ017662;2025-11-04;2025-11-05;2025-11-04;212;2;7;29;3;16,0000;16,0000;0,0000;1025,4247;3,40;1;1;1;0;
17663;RQ017663;2025-11-26;2025-11-27;2025-11-26;212;2;8;33;3;16,0000;16,0000;0,0000;1025,4247;5,89;1;1;1;0;
17664;RQ017664;2025-11-07;2025-11-08;2025-11-07;212;2;10;33;3;16,0000;16,0000;0,0000;1025,4247;4,06;1;1;1;0;
17665;RQ017665;2025-11-04;2025-11-05;2025-11-04;212;2;4;21;3;16,0000;16,0000;0,0000;1025,4247;2,71;1;1;1;0;
17666;RQ017666;2025-11-14;2025-11-15;2025-11-14;212;2;5;1;3;16,0000;16,0000;0,0000;1025,4247;1,55;1;1;1;0;
17667;RQ017667;2025-12-25;2025-12-26;2025-12-25;212;2;10;13;3;28,0000;28,0000;0,0000;1025,4247;7,77;1;1;1;0;
17668;RQ017668;2025-12-24;2025-12-25;2025-12-24;212;2;6;3;3;28,0000;28,0000;0,0000;1025,4247;4,65;1;1;1;0;
17669;RQ017669;2025-12-24;2025-12-25;2025-12-25;212;2;11;29;3;28,0000;28,0000;0,0000;1025,4247;26,34;1;1;1;0;
17670;RQ017670;2025-12-05;2025-12-06;2025-12-05;212;2;11;4;3;28,0000;28,0000;0,0000;1025,4247;7,99;1;1;1;0;
17671;RQ017671;2025-12-12;2025-12-13;2025-12-12;212;2;2;22;3;28,0000;28,0000;0,0000;1025,4247;6,59;1;1;1;0;
17672;RQ017672;2026-01-13;2026-01-14;2026-01-13;212;2;7;32;3;74,0000;74,0000;0,0000;1030,0580;3,44;1;1;1;0;
17673;RQ017673;2026-01-08;2026-01-09;2026-01-08;212;2;10;25;3;74,0000;74,0000;0,0000;1030,0580;7,38;1;1;1;0;
17674;RQ017674;2026-02-11;2026-02-12;2026-02-11;212;2;8;6;3;125,0000;125,0000;0,0000;1030,0580;7,31;1;1;1;0;
17675;RQ017675;2026-02-18;2026-02-19;2026-02-18;212;2;6;12;4;125,0000;89,0000;36,0000;1030,0580;7,10;0;1;0;0;Atendimento parcial
17676;RQ017676;2026-03-03;2026-03-04;2026-03-03;212;2;11;22;3;57,0000;57,0000;0,0000;1041,6086;2,74;1;1;1;0;
17677;RQ017677;2026-03-11;2026-03-12;2026-03-11;212;2;6;8;3;57,0000;57,0000;0,0000;1041,6086;1,79;1;1;1;0;
17678;RQ017678;2026-03-25;2026-03-26;2026-03-25;212;2;6;31;3;57,0000;57,0000;0,0000;1041,6086;6,34;1;1;1;0;
17679;RQ017679;2026-03-25;2026-03-26;2026-03-25;212;2;5;14;3;57,0000;57,0000;0,0000;1041,6086;5,78;1;1;1;0;
17680;RQ017680;2026-04-07;2026-04-08;2026-04-07;212;2;1;1;3;236,0000;236,0000;0,0000;1037,3054;7,19;1;1;1;0;
17681;RQ017681;2026-05-08;2026-05-09;2026-05-08;212;2;11;30;3;270,0000;270,0000;0,0000;1046,3753;7,15;1;1;1;0;
17682;RQ017682;2026-06-30;2026-07-01;2026-06-30;212;2;6;24;3;36,0000;36,0000;0,0000;1053,7202;5,20;1;1;1;0;
17683;RQ017683;2026-06-26;2026-06-27;2026-06-26;212;2;11;26;3;36,0000;36,0000;0,0000;1053,7202;7,08;1;1;1;0;
17684;RQ017684;2026-06-18;2026-06-19;2026-06-18;212;2;12;29;3;36,0000;36,0000;0,0000;1053,7202;1,42;1;1;1;0;
17685;RQ017685;2026-06-24;2026-06-25;2026-06-24;212;2;9;10;3;36,0000;36,0000;0,0000;1053,7202;3,80;1;1;1;0;
17686;RQ017686;2026-06-19;2026-06-20;2026-06-19;212;2;5;8;3;36,0000;36,0000;0,0000;1053,7202;4,70;1;1;1;0;
17687;RQ017687;2026-07-02;2026-07-03;2026-07-02;212;2;7;37;3;27,0000;27,0000;0,0000;1053,7202;5,03;1;1;1;0;
17688;RQ017688;2026-07-27;2026-07-28;2026-07-27;212;2;11;37;3;27,0000;27,0000;0,0000;1053,7202;7,53;1;1;1;0;
17689;RQ017689;2026-07-28;2026-07-29;2026-07-28;212;2;12;18;3;27,0000;27,0000;0,0000;1053,7202;5,11;1;1;1;0;
17690;RQ017690;2026-07-14;2026-07-15;2026-07-14;212;2;9;9;3;27,0000;27,0000;0,0000;1053,7202;1,26;1;1;1;0;
17691;RQ017691;2026-07-01;2026-07-02;2026-07-01;212;2;5;3;3;27,0000;27,0000;0,0000;1053,7202;3,71;1;1;1;0;
17692;RQ017692;2026-08-12;2026-08-13;2026-08-12;212;2;5;27;3;31,0000;31,0000;0,0000;1060,1442;3,31;1;1;1;0;
17693;RQ017693;2026-08-25;2026-08-26;2026-08-25;212;2;4;35;3;31,0000;31,0000;0,0000;1060,1442;7,09;1;1;1;0;
17694;RQ017694;2026-08-11;2026-08-12;2026-08-11;212;2;1;24;3;31,0000;31,0000;0,0000;1060,1442;5,49;1;1;1;0;
17695;RQ017695;2026-08-07;2026-08-08;2026-08-07;212;2;7;7;3;31,0000;31,0000;0,0000;1060,1442;6,15;1;1;1;0;
17696;RQ017696;2024-09-12;2024-09-13;2024-09-12;213;3;7;6;3;6,0000;6,0000;0,0000;616,5900;3,69;1;1;1;0;
17697;RQ017697;2024-09-30;2024-10-01;2024-09-30;213;3;7;29;3;6,0000;6,0000;0,0000;616,5900;6,04;1;1;1;0;
