SK_CompraItem;NumeroPedido;DataPedido;DataPrometida;DataRecebimento;SK_Item;SK_Fornecedor;SK_Deposito;QuantidadePedida;QuantidadeRecebida;QuantidadeDevolvida;PrecoUnitario;ValorPedido;ValorRecebido;LeadTimeRealDias;FlagEntregaNoPrazo;FlagRecebimentoTotal;StatusPedido
2687;PC002687;2025-12-25;2026-01-27;2026-01-23;199;12;2;127,0000;127,0000;0,0000;19,4981;2476,26;2476,26;29;SIM;SIM;Recebido
2688;PC002688;2026-01-30;2026-03-04;2026-03-04;199;12;2;92,0000;92,0000;0,0000;19,5018;1794,17;1794,17;33;SIM;SIM;Recebido
2689;PC002689;2026-02-25;2026-03-30;2026-03-24;199;12;2;146,0000;146,0000;0,0000;19,6038;2862,15;2862,15;27;SIM;SIM;Recebido
2690;PC002690;2026-06-16;2026-07-19;2026-07-11;199;12;2;91,0000;91,0000;0,0000;18,9928;1728,34;1728,34;25;SIM;SIM;Recebido
2691;PC002691;2026-07-06;2026-08-08;2026-07-30;199;12;2;58,0000;58,0000;0,0000;19,3924;1124,76;1124,76;24;SIM;SIM;Recebido
2692;PC002692;2026-08-21;2026-09-23;;199;12;2;82,0000;0,0000;0,0000;18,8735;1547,63;0,00;;NAO;NAO;Aberto
2693;PC002693;2024-09-03;2024-10-06;2024-09-28;199;12;1;69,0000;69,0000;0,0000;19,5664;1350,08;1350,08;25;SIM;SIM;Recebido
2694;PC002694;2024-12-03;2025-01-05;2024-12-31;199;12;1;146,0000;146,0000;0,0000;18,5371;2706,42;2706,42;28;SIM;SIM;Recebido
2695;PC002695;2025-01-01;2025-02-03;2025-01-28;199;12;1;58,0000;58,0000;0,0000;19,0361;1104,09;1104,09;27;SIM;SIM;Recebido
2696;PC002696;2024-09-06;2024-09-16;2024-09-13;200;25;1;259,0000;259,0000;0,0000;21,5950;5593,10;5593,10;7;SIM;SIM;Recebido
2697;PC002697;2025-04-15;2025-04-25;2025-04-20;200;25;1;274,0000;274,0000;0,0000;22,0375;6038,28;6038,28;5;SIM;SIM;Recebido
2698;PC002698;2025-09-10;2025-09-20;2025-09-14;200;25;1;248,0000;248,0000;0,0000;21,6214;5362,11;5362,11;4;SIM;SIM;Recebido
2699;PC002699;2026-01-12;2026-01-22;2026-01-20;200;25;1;281,0000;281,0000;0,0000;22,5996;6350,49;6350,49;8;SIM;SIM;Recebido
2700;PC002700;2026-07-23;2026-08-02;2026-07-29;200;25;1;294,0000;294,0000;0,0000;22,5747;6636,96;6636,96;6;SIM;SIM;Recebido
2701;PC002701;2024-09-05;2024-09-28;2024-09-20;201;15;3;163,0000;163,0000;0,0000;133,7448;21800,40;21800,40;15;SIM;SIM;Recebido
2702;PC002702;2024-10-14;2024-11-06;2024-10-31;201;15;3;120,0000;120,0000;0,0000;132,8386;15940,63;15940,63;17;SIM;SIM;Recebido
2703;PC002703;2025-01-30;2025-02-22;2025-02-10;201;15;3;127,0000;127,0000;0,0000;135,7683;17242,57;17242,57;11;SIM;SIM;Recebido
2704;PC002704;2025-04-21;2025-05-14;2025-05-10;201;15;3;185,0000;185,0000;0,0000;131,5325;24333,51;24333,51;19;SIM;SIM;Recebido
2705;PC002705;2025-05-27;2025-06-19;2025-06-13;201;15;3;185,0000;185,0000;0,0000;139,8029;25863,54;25863,54;17;SIM;SIM;Recebido
2706;PC002706;2025-06-19;2025-07-12;2025-07-08;201;15;3;144,0000;144,0000;0,0000;136,7585;19693,22;19693,22;19;SIM;SIM;Recebido
2707;PC002707;2025-07-24;2025-08-16;2025-08-07;201;15;3;136,0000;136,0000;0,0000;133,6262;18173,16;18173,16;14;SIM;SIM;Recebido
2708;PC002708;2025-09-15;2025-10-08;2025-10-02;201;15;3;81,0000;81,0000;0,0000;141,3109;11446,18;11446,18;17;SIM;SIM;Recebido
2709;PC002709;2026-01-29;2026-02-21;2026-02-16;201;15;3;101,0000;101,0000;0,0000;142,2222;14364,44;14364,44;18;SIM;SIM;Recebido
2710;PC002710;2026-02-23;2026-03-18;2026-03-02;201;15;3;135,0000;135,0000;0,0000;138,9512;18758,41;18758,41;7;SIM;SIM;Recebido
2711;PC002711;2026-03-10;2026-04-02;2026-03-30;201;15;3;89,0000;89,0000;0,0000;138,6682;12341,47;12341,47;20;SIM;SIM;Recebido
2712;PC002712;2026-05-15;2026-06-07;2026-06-03;201;15;3;114,0000;114,0000;0,0000;139,4105;15892,80;15892,80;19;SIM;SIM;Recebido
2713;PC002713;2026-08-03;2026-08-26;2026-08-16;201;15;3;185,0000;185,0000;0,0000;141,7753;26228,43;26228,43;13;SIM;SIM;Recebido
2714;PC002714;2024-10-03;2024-10-26;2024-10-27;201;15;2;185,0000;185,0000;0,0000;132,6036;24531,67;24531,67;24;NAO;SIM;Recebido
2715;PC002715;2024-11-18;2024-12-11;2024-12-06;201;15;2;162,0000;162,0000;0,0000;135,0330;21875,35;21875,35;18;SIM;SIM;Recebido
2716;PC002716;2025-01-20;2025-02-12;2025-02-12;201;15;2;136,0000;136,0000;0,0000;138,5486;18842,61;18842,61;23;SIM;SIM;Recebido
2717;PC002717;2025-02-12;2025-03-07;2025-02-24;201;15;2;185,0000;185,0000;0,0000;134,6148;24903,74;24903,74;12;SIM;SIM;Recebido
2718;PC002718;2025-04-29;2025-05-22;2025-05-12;201;15;2;110,0000;110,0000;7,0000;135,1182;14863,00;14863,00;13;SIM;SIM;Recebido
2719;PC002719;2025-06-19;2025-07-12;2025-07-02;201;15;2;139,0000;139,0000;0,0000;130,8419;18187,02;18187,02;13;SIM;SIM;Recebido
2720;PC002720;2025-08-27;2025-09-19;2025-09-17;201;15;2;185,0000;185,0000;0,0000;135,6993;25104,37;25104,37;21;SIM;SIM;Recebido
2721;PC002721;2025-11-12;2025-12-05;2025-11-30;201;15;2;106,0000;106,0000;0,0000;133,3840;14138,70;14138,70;18;SIM;SIM;Recebido
2722;PC002722;2026-01-28;2026-02-20;2026-02-22;201;15;2;110,0000;110,0000;0,0000;133,4995;14684,95;14684,95;25;NAO;SIM;Recebido
2723;PC002723;2026-02-03;2026-02-26;2026-02-26;201;15;2;97,0000;97,0000;0,0000;139,8535;13565,79;13565,79;23;SIM;SIM;Recebido
2724;PC002724;2026-04-29;2026-05-22;2026-05-17;201;15;2;83,0000;83,0000;0,0000;137,7096;11429,90;11429,90;18;SIM;SIM;Recebido
2725;PC002725;2026-06-16;2026-07-09;2026-07-03;201;15;2;185,0000;185,0000;0,0000;135,0215;24978,98;24978,98;17;SIM;SIM;Recebido
2726;PC002726;2026-08-13;2026-09-05;;201;15;2;99,0000;0,0000;0,0000;142,6063;14118,02;0,00;;NAO;NAO;Aberto
2727;PC002727;2024-09-13;2024-10-31;2024-11-04;202;8;1;100,0000;100,0000;0,0000;101,5411;10154,11;10154,11;52;NAO;SIM;Recebido
2728;PC002728;2024-10-04;2024-11-21;2024-11-27;202;8;1;120,0000;120,0000;0,0000;99,9963;11999,56;11999,56;54;NAO;SIM;Recebido
2729;PC002729;2025-03-07;2025-04-24;2025-04-12;202;8;1;107,0000;82,0000;0,0000;105,7215;11312,20;8669,16;36;SIM;NAO;Recebido
2730;PC002730;2025-04-29;2025-06-16;2025-05-28;202;8;1;75,0000;75,0000;0,0000;101,9992;7649,94;7649,94;29;SIM;SIM;Recebido
2731;PC002731;2025-06-02;2025-07-20;2025-07-28;202;8;1;75,0000;75,0000;0,0000;103,1816;7738,62;7738,62;56;NAO;SIM;Recebido
2732;PC002732;2024-09-04;2024-09-27;2024-09-25;203;16;1;429,0000;429,0000;15,0000;76,6789;32895,25;32895,25;21;SIM;SIM;Recebido
2733;PC002733;2025-01-09;2025-02-01;2025-01-30;203;16;1;549,0000;549,0000;0,0000;78,8869;43308,91;43308,91;21;SIM;SIM;Recebido
2734;PC002734;2025-07-11;2025-08-03;2025-07-25;203;16;1;591,0000;555,0000;0,0000;77,7751;45965,08;43165,18;14;SIM;NAO;Recebido
2735;PC002735;2025-12-02;2025-12-25;2025-12-21;203;16;1;468,0000;468,0000;0,0000;75,1822;35185,27;35185,27;19;SIM;SIM;Recebido
2736;PC002736;2026-04-07;2026-04-30;2026-04-20;203;16;1;591,0000;591,0000;0,0000;77,7476;45948,83;45948,83;13;SIM;SIM;Recebido
2737;PC002737;2026-08-18;2026-09-10;;203;16;1;591,0000;0,0000;0,0000;75,3474;44530,31;0,00;;NAO;NAO;Aberto
2738;PC002738;2024-10-07;2024-10-17;2024-10-10;204;23;1;369,0000;369,0000;0,0000;293,6707;108364,49;108364,49;3;SIM;SIM;Recebido
2739;PC002739;2025-01-17;2025-01-27;2025-01-23;204;23;1;416,0000;416,0000;14,0000;298,0514;123989,38;123989,38;6;SIM;SIM;Recebido
2740;PC002740;2025-04-10;2025-04-20;2025-04-18;204;23;1;451,0000;451,0000;0,0000;295,3961;133223,64;133223,64;8;SIM;SIM;Recebido
2741;PC002741;2025-07-03;2025-07-13;2025-07-06;204;23;1;441,0000;441,0000;0,0000;291,9218;128737,51;128737,51;3;SIM;SIM;Recebido
2742;PC002742;2025-10-20;2025-10-30;2025-10-25;204;23;1;444,0000;444,0000;0,0000;291,2331;129307,50;129307,50;5;SIM;SIM;Recebido
2743;PC002743;2026-01-22;2026-02-01;2026-01-27;204;23;1;432,0000;432,0000;17,0000;299,9777;129590,37;129590,37;5;SIM;SIM;Recebido
2744;PC002744;2026-04-03;2026-04-13;2026-04-09;204;23;1;437,0000;437,0000;24,0000;286,5738;125232,75;125232,75;6;SIM;SIM;Recebido
2745;PC002745;2026-07-30;2026-08-09;2026-08-04;204;23;1;542,0000;542,0000;0,0000;294,4164;159573,69;159573,69;5;SIM;SIM;Recebido
2746;PC002746;2024-09-18;2024-10-01;2024-09-24;205;35;1;102,0000;102,0000;0,0000;303,0678;30912,92;30912,92;6;SIM;SIM;Recebido
2747;PC002747;2025-01-17;2025-01-30;2025-01-27;205;35;1;111,0000;102,0000;0,0000;287,2955;31889,80;29304,14;10;SIM;NAO;Recebido
2748;PC002748;2025-04-21;2025-05-04;2025-04-26;205;35;1;111,0000;108,0000;0,0000;299,0936;33199,39;32302,11;5;SIM;NAO;Recebido
2749;PC002749;2025-07-24;2025-08-06;2025-08-06;205;35;1;106,0000;83,0000;4,0000;288,9072;30624,16;23979,30;13;SIM;NAO;Recebido
2750;PC002750;2025-09-03;2025-09-16;2025-09-14;205;35;1;125,0000;125,0000;0,0000;285,1608;35645,10;35645,10;11;SIM;SIM;Recebido
2751;PC002751;2026-02-05;2026-02-18;2026-02-14;205;35;1;116,0000;116,0000;0,0000;296,8443;34433,94;34433,94;9;SIM;SIM;Recebido
2752;PC002752;2026-06-16;2026-06-29;2026-06-25;205;35;1;118,0000;118,0000;0,0000;293,7301;34660,15;34660,15;9;SIM;SIM;Recebido
2753;PC002753;2024-09-04;2024-10-22;2024-10-25;206;18;1;126,0000;126,0000;0,0000;109,3934;13783,57;13783,57;51;NAO;SIM;Recebido
2754;PC002754;2024-10-14;2024-12-01;2024-11-25;206;18;1;92,0000;92,0000;0,0000;108,3242;9965,83;9965,83;42;SIM;SIM;Recebido
2755;PC002755;2025-01-10;2025-02-27;2025-02-22;206;18;1;62,0000;62,0000;0,0000;104,4189;6473,97;6473,97;43;SIM;SIM;Recebido
2756;PC002756;2025-02-17;2025-04-06;2025-03-12;206;18;1;90,0000;90,0000;0,0000;105,0423;9453,81;9453,81;23;SIM;SIM;Recebido
2757;PC002757;2025-03-31;2025-05-18;2025-04-28;206;18;1;70,0000;70,0000;3,0000;103,0261;7211,83;7211,83;28;SIM;SIM;Recebido
2758;PC002758;2025-05-15;2025-07-02;2025-06-23;206;18;1;132,0000;132,0000;0,0000;105,9706;13988,12;13988,12;39;SIM;SIM;Recebido
2759;PC002759;2025-06-30;2025-08-17;2025-08-13;206;18;1;110,0000;110,0000;0,0000;104,4614;11490,75;11490,75;44;SIM;SIM;Recebido
2760;PC002760;2025-07-25;2025-09-11;2025-08-12;206;18;1;153,0000;153,0000;0,0000;104,1262;15931,31;15931,31;18;SIM;SIM;Recebido
2761;PC002761;2026-02-18;2026-04-07;2026-03-21;206;18;1;153,0000;153,0000;0,0000;108,6446;16622,62;16622,62;31;SIM;SIM;Recebido
2762;PC002762;2026-03-10;2026-04-27;2026-05-05;206;18;1;93,0000;93,0000;2,0000;110,0607;10235,65;10235,65;56;NAO;SIM;Recebido
2763;PC002763;2026-04-22;2026-06-09;2026-06-05;206;18;1;153,0000;153,0000;0,0000;106,3051;16264,68;16264,68;44;SIM;SIM;Recebido
2764;PC002764;2026-05-07;2026-06-24;2026-06-16;206;18;1;100,0000;100,0000;0,0000;105,1225;10512,25;10512,25;40;SIM;SIM;Recebido
2765;PC002765;2024-09-10;2024-09-23;2024-09-18;207;18;1;173,0000;173,0000;0,0000;82,1124;14205,45;14205,45;8;SIM;SIM;Recebido
2766;PC002766;2024-11-15;2024-11-28;2024-11-23;207;18;1;206,0000;206,0000;0,0000;78,1540;16099,72;16099,72;8;SIM;SIM;Recebido
2767;PC002767;2024-09-16;2024-09-29;2024-09-27;207;18;2;200,0000;200,0000;0,0000;78,1445;15628,90;15628,90;11;SIM;SIM;Recebido
2768;PC002768;2025-02-17;2025-03-02;2025-02-26;207;18;2;156,0000;156,0000;3,0000;81,6635;12739,51;12739,51;9;SIM;SIM;Recebido
2769;PC002769;2025-06-02;2025-06-15;2025-06-10;207;18;2;155,0000;155,0000;0,0000;83,6643;12967,97;12967,97;8;SIM;SIM;Recebido
2770;PC002770;2025-09-08;2025-09-21;2025-09-17;207;18;2;206,0000;206,0000;0,0000;78,5376;16178,75;16178,75;9;SIM;SIM;Recebido
2771;PC002771;2026-02-02;2026-02-15;2026-02-09;207;18;2;206,0000;206,0000;10,0000;83,3603;17172,22;17172,22;7;SIM;SIM;Recebido
2772;PC002772;2026-05-04;2026-05-17;2026-05-13;207;18;2;164,0000;164,0000;0,0000;82,0556;13457,12;13457,12;9;SIM;SIM;Recebido
2773;PC002773;2024-09-02;2024-09-25;2024-09-21;208;32;3;395,0000;395,0000;0,0000;19,0199;7512,86;7512,86;19;SIM;SIM;Recebido
2774;PC002774;2024-10-22;2024-11-14;2024-11-09;208;32;3;270,0000;270,0000;0,0000;18,7433;5060,69;5060,69;18;SIM;SIM;Recebido
2775;PC002775;2024-12-04;2024-12-27;2024-12-23;208;32;3;322,0000;322,0000;0,0000;18,6854;6016,70;6016,70;19;SIM;SIM;Recebido
2776;PC002776;2024-09-26;2024-10-19;2024-10-15;208;32;1;335,0000;335,0000;0,0000;19,1785;6424,80;6424,80;19;SIM;SIM;Recebido
2777;PC002777;2024-12-12;2025-01-04;2025-01-05;208;32;1;231,0000;231,0000;0,0000;19,3748;4475,58;4475,58;24;NAO;SIM;Recebido
2778;PC002778;2025-02-07;2025-03-02;2025-02-25;208;32;1;240,0000;240,0000;0,0000;18,5057;4441,37;4441,37;18;SIM;SIM;Recebido
2779;PC002779;2025-06-16;2025-07-09;2025-07-10;208;32;1;347,0000;347,0000;0,0000;19,5653;6789,16;6789,16;24;NAO;SIM;Recebido
2780;PC002780;2025-09-25;2025-10-18;2025-10-22;208;32;1;245,0000;245,0000;0,0000;19,3743;4746,70;4746,70;27;NAO;SIM;Recebido
2781;PC002781;2025-11-26;2025-12-19;2025-12-08;208;32;1;395,0000;395,0000;0,0000;18,8433;7443,10;7443,10;12;SIM;SIM;Recebido
2782;PC002782;2024-09-27;2024-10-15;2024-10-06;209;28;1;292,0000;292,0000;0,0000;215,8099;63016,49;63016,49;9;SIM;SIM;Recebido
2783;PC002783;2025-01-10;2025-01-28;2025-01-29;209;28;1;364,0000;364,0000;7,0000;219,2393;79803,11;79803,11;19;NAO;SIM;Recebido
2784;PC002784;2025-07-02;2025-07-20;2025-07-15;209;28;1;320,0000;320,0000;0,0000;219,5286;70249,15;70249,15;13;SIM;SIM;Recebido
2785;PC002785;2026-01-21;2026-02-08;2026-02-05;209;28;1;393,0000;393,0000;0,0000;220,1285;86510,50;86510,50;15;SIM;SIM;Recebido
2786;PC002786;2026-04-14;2026-05-02;2026-04-17;209;28;1;378,0000;291,0000;0,0000;220,0311;83171,76;64029,05;3;SIM;NAO;Recebido
2787;PC002787;2026-07-20;2026-08-07;2026-08-03;209;28;1;335,0000;335,0000;0,0000;219,1486;73414,78;73414,78;14;SIM;SIM;Recebido
2788;PC002788;2024-10-08;2024-10-21;2024-10-15;210;4;1;169,0000;169,0000;0,0000;66,7312;11277,57;11277,57;7;SIM;SIM;Recebido
2789;PC002789;2025-03-26;2025-04-08;2025-04-05;210;4;1;169,0000;169,0000;0,0000;71,1827;12029,88;12029,88;10;SIM;SIM;Recebido
2790;PC002790;2025-07-04;2025-07-17;2025-07-10;210;4;1;124,0000;124,0000;0,0000;71,7977;8902,91;8902,91;6;SIM;SIM;Recebido
2791;PC002791;2025-09-19;2025-10-02;2025-09-29;210;4;1;169,0000;169,0000;0,0000;71,3160;12052,40;12052,40;10;SIM;SIM;Recebido
2792;PC002792;2025-11-28;2025-12-11;2025-12-04;210;4;1;119,0000;119,0000;0,0000;69,3980;8258,36;8258,36;6;SIM;SIM;Recebido
2793;PC002793;2026-02-06;2026-02-19;2026-02-13;210;4;1;150,0000;150,0000;0,0000;71,9284;10789,26;10789,26;7;SIM;SIM;Recebido
2794;PC002794;2026-04-27;2026-05-10;2026-05-08;210;4;1;146,0000;146,0000;0,0000;68,6054;10016,39;10016,39;11;SIM;SIM;Recebido
2795;PC002795;2026-06-22;2026-07-05;2026-06-29;210;4;1;168,0000;168,0000;0,0000;68,6934;11540,49;11540,49;7;SIM;SIM;Recebido
2796;PC002796;2024-09-18;2024-10-11;2024-10-05;211;9;1;328,0000;328,0000;9,0000;19,8804;6520,77;6520,77;17;SIM;SIM;Recebido
2797;PC002797;2024-11-13;2024-12-06;2024-12-01;211;9;1;276,0000;276,0000;0,0000;20,1460;5560,30;5560,30;18;SIM;SIM;Recebido
2798;PC002798;2025-01-03;2025-01-26;2025-01-29;211;9;1;253,0000;191,0000;0,0000;20,7574;5251,62;3964,66;26;NAO;NAO;Recebido
2799;PC002799;2025-02-26;2025-03-21;2025-03-12;211;9;1;222,0000;222,0000;0,0000;20,5305;4557,77;4557,77;14;SIM;SIM;Recebido
2800;PC002800;2025-03-07;2025-03-30;2025-03-26;211;9;1;243,0000;243,0000;0,0000;19,9207;4840,73;4840,73;19;SIM;SIM;Recebido
2801;PC002801;2025-05-01;2025-05-24;2025-05-22;211;9;1;359,0000;359,0000;0,0000;20,5709;7384,95;7384,95;21;SIM;SIM;Recebido
2802;PC002802;2025-07-09;2025-08-01;2025-07-29;211;9;1;278,0000;278,0000;0,0000;20,5285;5706,92;5706,92;20;SIM;SIM;Recebido
2803;PC002803;2025-09-15;2025-10-08;2025-10-07;211;9;1;347,0000;347,0000;0,0000;20,3301;7054,54;7054,54;22;SIM;SIM;Recebido
2804;PC002804;2025-11-20;2025-12-13;2025-12-12;211;9;1;302,0000;302,0000;0,0000;21,2489;6417,17;6417,17;22;SIM;SIM;Recebido
2805;PC002805;2025-12-23;2026-01-15;2026-01-10;211;9;1;322,0000;322,0000;0,0000;19,9832;6434,59;6434,59;18;SIM;SIM;Recebido
2806;PC002806;2026-02-13;2026-03-08;2026-03-08;211;9;1;327,0000;327,0000;0,0000;19,9670;6529,21;6529,21;23;SIM;SIM;Recebido
2807;PC002807;2026-04-02;2026-04-25;2026-04-17;211;9;1;362,0000;362,0000;0,0000;20,1752;7303,42;7303,42;15;SIM;SIM;Recebido
2808;PC002808;2026-05-06;2026-05-29;2026-05-24;211;9;1;240,0000;240,0000;0,0000;21,2324;5095,78;5095,78;18;SIM;SIM;Recebido
2809;PC002809;2026-07-01;2026-07-24;2026-07-24;211;9;1;292,0000;292,0000;0,0000;21,0817;6155,86;6155,86;23;SIM;SIM;Recebido
2810;PC002810;2024-11-12;2024-11-30;2024-11-27;212;26;1;292,0000;246,0000;0,0000;1044,6795;305046,41;256991,16;15;SIM;NAO;Recebido
2811;PC002811;2025-01-22;2025-02-09;2025-01-31;212;26;1;241,0000;241,0000;0,0000;1020,8596;246027,16;246027,16;9;SIM;SIM;Recebido
2812;PC002812;2025-03-13;2025-03-31;2025-03-21;212;26;1;362,0000;362,0000;0,0000;1037,6111;375615,22;375615,22;8;SIM;SIM;Recebido
2813;PC002813;2025-05-29;2025-06-16;2025-06-11;212;26;1;334,0000;334,0000;0,0000;1001,4717;334491,55;334491,55;13;SIM;SIM;Recebido
2814;PC002814;2025-07-28;2025-08-15;2025-08-12;212;26;1;288,0000;288,0000;0,0000;1059,1290;305029,15;305029,15;15;SIM;SIM;Recebido
2815;PC002815;2025-10-13;2025-10-31;2025-10-28;212;26;1;213,0000;151,0000;0,0000;1032,3731;219895,47;155888,34;15;SIM;NAO;Recebido
2816;PC002816;2025-12-22;2026-01-09;2026-01-06;212;26;1;306,0000;306,0000;0,0000;993,5026;304011,80;304011,80;15;SIM;SIM;Recebido
2817;PC002817;2026-02-04;2026-02-22;2026-02-14;212;26;1;300,0000;300,0000;0,0000;1068,1330;320439,90;320439,90;10;SIM;SIM;Recebido
2818;PC002818;2026-03-05;2026-03-23;2026-03-18;212;26;1;200,0000;200,0000;0,0000;1007,2802;201456,04;201456,04;13;SIM;SIM;Recebido
2819;PC002819;2026-05-05;2026-05-23;2026-05-20;212;26;1;274,0000;274,0000;0,0000;1017,7248;278856,60;278856,60;15;SIM;SIM;Recebido
2820;PC002820;2026-06-29;2026-07-17;2026-07-13;212;26;1;216,0000;216,0000;0,0000;1004,0787;216881,00;216881,00;14;SIM;SIM;Recebido
2821;PC002821;2026-08-05;2026-08-23;2026-08-19;212;26;1;296,0000;296,0000;0,0000;1053,1348;311727,90;311727,90;14;SIM;SIM;Recebido
2822;PC002822;2024-11-11;2024-11-29;2024-11-18;212;26;2;292,0000;292,0000;0,0000;1051,0854;306916,94;306916,94;7;SIM;SIM;Recebido
2823;PC002823;2025-01-24;2025-02-11;2025-02-05;212;26;2;270,0000;236,0000;0,0000;1063,5138;287148,73;250989,26;12;SIM;NAO;Recebido
2824;PC002824;2025-02-10;2025-02-28;2025-02-22;212;26;2;209,0000;209,0000;0,0000;1036,3247;216591,86;216591,86;12;SIM;SIM;Recebido
2825;PC002825;2025-04-03;2025-04-21;2025-04-12;212;26;2;224,0000;224,0000;0,0000;1047,2596;234586,15;234586,15;9;SIM;SIM;Recebido
2826;PC002826;2025-05-30;2025-06-17;2025-06-07;212;26;2;240,0000;240,0000;0,0000;1043,9708;250552,99;250552,99;8;SIM;SIM;Recebido
2827;PC002827;2025-07-18;2025-08-05;2025-08-03;212;26;2;334,0000;334,0000;0,0000;1045,2906;349127,06;349127,06;16;SIM;SIM;Recebido
2828;PC002828;2025-10-27;2025-11-14;2025-11-13;212;26;2;325,0000;325,0000;0,0000;1021,1017;331858,05;331858,05;17;SIM;SIM;Recebido
2829;PC002829;2024-09-05;2024-09-18;2024-09-12;213;29;1;43,0000;36,0000;0,0000;614,0540;26404,32;22105,94;7;SIM;NAO;Recebido
2830;PC002830;2024-12-20;2025-01-02;2025-01-01;213;29;1;60,0000;60,0000;0,0000;623,4746;37408,48;37408,48;12;SIM;SIM;Recebido
2831;PC002831;2025-02-14;2025-02-27;2025-02-23;213;29;1;46,0000;46,0000;0,0000;611,7221;28139,22;28139,22;9;SIM;SIM;Recebido
2832;PC002832;2025-04-02;2025-04-15;2025-04-12;213;29;1;50,0000;50,0000;0,0000;617,9609;30898,05;30898,05;10;SIM;SIM;Recebido
2833;PC002833;2025-06-11;2025-06-24;2025-06-23;213;29;1;45,0000;45,0000;0,0000;614,2968;27643,36;27643,36;12;SIM;SIM;Recebido
2834;PC002834;2025-08-18;2025-08-31;2025-08-30;213;29;1;41,0000;41,0000;0,0000;601,1706;24647,99;24647,99;12;SIM;SIM;Recebido
2835;PC002835;2025-10-14;2025-10-27;2025-10-21;213;29;1;40,0000;40,0000;0,0000;597,9761;23919,04;23919,04;7;SIM;SIM;Recebido
2836;PC002836;2025-11-04;2025-11-17;2025-11-13;213;29;1;36,0000;36,0000;0,0000;627,4555;22588,40;22588,40;9;SIM;SIM;Recebido
2837;PC002837;2026-01-05;2026-01-18;2026-01-15;213;29;1;45,0000;45,0000;0,0000;639,0221;28755,99;28755,99;10;SIM;SIM;Recebido
2838;PC002838;2026-03-19;2026-04-01;2026-03-29;213;29;1;53,0000;53,0000;0,0000;634,3618;33621,18;33621,18;10;SIM;SIM;Recebido
2839;PC002839;2026-05-04;2026-05-17;2026-05-12;213;29;1;41,0000;41,0000;0,0000;610,7525;25040,85;25040,85;8;SIM;SIM;Recebido
2840;PC002840;2026-07-29;2026-08-11;2026-08-09;213;29;1;56,0000;56,0000;1,0000;602,4044;33734,65;33734,65;11;SIM;SIM;Recebido
2841;PC002841;2024-11-04;2024-11-17;2024-11-13;213;29;3;39,0000;31,0000;0,0000;609,5920;23774,09;18897,35;9;SIM;NAO;Recebido
2842;PC002842;2025-01-20;2025-02-02;2025-01-29;213;29;3;48,0000;48,0000;0,0000;630,4671;30262,42;30262,42;9;SIM;SIM;Recebido
2843;PC002843;2025-03-24;2025-04-06;2025-04-01;213;29;3;61,0000;61,0000;0,0000;619,0936;37764,71;37764,71;8;SIM;SIM;Recebido
2844;PC002844;2025-05-21;2025-06-03;2025-05-31;213;29;3;35,0000;35,0000;0,0000;603,4923;21122,23;21122,23;10;SIM;SIM;Recebido
2845;PC002845;2025-07-29;2025-08-11;2025-08-04;213;29;3;47,0000;47,0000;0,0000;648,3589;30472,87;30472,87;6;SIM;SIM;Recebido
2846;PC002846;2025-08-07;2025-08-20;2025-08-15;213;29;3;41,0000;41,0000;0,0000;608,8913;24964,54;24964,54;8;SIM;SIM;Recebido
2847;PC002847;2025-10-16;2025-10-29;2025-10-24;213;29;3;35,0000;35,0000;0,0000;611,8832;21415,91;21415,91;8;SIM;SIM;Recebido
2848;PC002848;2025-12-26;2026-01-08;2026-01-05;213;29;3;48,0000;48,0000;0,0000;620,4458;29781,40;29781,40;10;SIM;SIM;Recebido
2849;PC002849;2026-02-05;2026-02-18;2026-02-15;213;29;3;49,0000;49,0000;0,0000;602,4595;29520,52;29520,52;10;SIM;SIM;Recebido
2850;PC002850;2026-04-10;2026-04-23;2026-04-18;213;29;3;61,0000;61,0000;0,0000;604,5695;36878,74;36878,74;8;SIM;SIM;Recebido
2851;PC002851;2026-05-15;2026-05-28;2026-05-25;213;29;3;35,0000;35,0000;0,0000;609,4164;21329,57;21329,57;10;SIM;SIM;Recebido
2852;PC002852;2026-07-01;2026-07-14;2026-07-06;213;29;3;37,0000;37,0000;0,0000;621,5948;22999,01;22999,01;5;SIM;SIM;Recebido
2853;PC002853;2024-12-02;2024-12-15;2024-12-10;214;21;3;508,0000;508,0000;0,0000;266,6940;135480,55;135480,55;8;SIM;SIM;Recebido
2854;PC002854;2025-01-06;2025-01-19;2025-01-14;214;21;3;423,0000;423,0000;0,0000;264,3383;111815,10;111815,10;8;SIM;SIM;Recebido
2855;PC002855;2025-04-29;2025-05-12;2025-05-08;214;21;3;486,0000;486,0000;0,0000;254,9103;123886,41;123886,41;9;SIM;SIM;Recebido
2856;PC002856;2025-06-06;2025-06-19;2025-06-16;214;21;3;357,0000;357,0000;0,0000;267,0492;95336,56;95336,56;10;SIM;SIM;Recebido
2857;PC002857;2025-09-10;2025-09-23;2025-09-19;214;21;3;465,0000;465,0000;0,0000;274,6442;127709,55;127709,55;9;SIM;SIM;Recebido
2858;PC002858;2025-11-04;2025-11-17;2025-11-13;214;21;3;368,0000;368,0000;0,0000;276,4908;101748,61;101748,61;9;SIM;SIM;Recebido
2859;PC002859;2026-01-30;2026-02-12;2026-02-09;214;21;3;456,0000;456,0000;0,0000;276,5007;126084,32;126084,32;10;SIM;SIM;Recebido
