SK_Movimentacao;Data;SK_Item;SK_Deposito;SK_TipoMovimento;SK_CentroCusto;SK_Fornecedor;NumeroDocumento;Quantidade;CustoUnitario;ValorTotal;QuantidadeSinalizada;ValorSinalizado
23054;2025-09-24;236;1;6;7;;RQ019579;17,0000;459,1788;7806,04;-17,0000;-7806,04
23055;2025-10-17;236;1;6;2;;RQ019580;8,0000;459,1788;3673,43;-8,0000;-3673,43
23056;2025-11-04;236;1;8;10;;RQ019581;39,0000;459,1788;17907,97;-39,0000;-17907,97
23057;2025-11-17;236;1;8;8;;RQ019582;39,0000;459,1788;17907,97;-39,0000;-17907,97
23058;2025-12-22;236;1;3;;;TR023058;22,0000;456,8340;10050,35;22,0000;10050,35
23059;2025-11-12;236;1;1;;3;NF211555;162,0000;456,8340;74007,11;162,0000;74007,11
23060;2025-12-09;236;1;8;9;;RQ019583;21,0000;456,8340;9593,51;-21,0000;-9593,51
23061;2025-12-03;236;1;7;2;;RQ019584;21,0000;456,8340;9593,51;-21,0000;-9593,51
23062;2025-12-15;236;1;7;12;;RQ019585;21,0000;456,8340;9593,51;-21,0000;-9593,51
23063;2025-12-10;236;1;6;2;;RQ019586;21,0000;456,8340;9593,51;-21,0000;-9593,51
23064;2026-01-28;236;1;3;;;TR023064;27,0000;456,8340;12334,52;27,0000;12334,52
23065;2026-01-21;236;1;8;12;;RQ019587;4,0000;456,8340;1827,34;-4,0000;-1827,34
23066;2026-01-29;236;1;7;12;;RQ019588;4,0000;456,8340;1827,34;-4,0000;-1827,34
23067;2026-01-30;236;1;8;10;;RQ019589;4,0000;456,8340;1827,34;-4,0000;-1827,34
23068;2026-01-15;236;1;6;7;;RQ019590;4,0000;456,8340;1827,34;-4,0000;-1827,34
23069;2026-02-27;236;1;6;11;;RQ019591;11,0000;456,8340;5025,17;-11,0000;-5025,17
23070;2026-02-24;236;1;8;9;;RQ019592;11,0000;456,8340;5025,17;-11,0000;-5025,17
23071;2026-02-27;236;1;8;11;;RQ019593;11,0000;456,8340;5025,17;-11,0000;-5025,17
23072;2026-02-11;236;1;8;9;;RQ019594;11,0000;456,8340;5025,17;-11,0000;-5025,17
23073;2026-02-06;236;1;7;3;;RQ019595;11,0000;456,8340;5025,17;-11,0000;-5025,17
23074;2026-03-30;236;1;7;10;;RQ019596;2,0000;456,8340;913,67;-2,0000;-913,67
23075;2026-03-23;236;1;7;8;;RQ019597;2,0000;456,8340;913,67;-2,0000;-913,67
23076;2026-03-03;236;1;6;12;;RQ019598;2,0000;456,8340;913,67;-2,0000;-913,67
23077;2026-03-27;236;1;8;5;;RQ019599;2,0000;456,8340;913,67;-2,0000;-913,67
23078;2026-05-14;236;1;6;6;;RQ019600;8,0000;456,8340;3654,67;-8,0000;-3654,67
23079;2026-05-15;236;1;7;2;;RQ019601;8,0000;456,8340;3654,67;-8,0000;-3654,67
23080;2026-05-15;236;1;1;;3;NF199071;130,0000;462,2257;60089,34;130,0000;60089,34
23081;2026-06-25;236;1;6;4;;RQ019602;11,0000;462,2257;5084,48;-11,0000;-5084,48
23082;2026-06-24;236;1;6;9;;RQ019603;11,0000;462,2257;5084,48;-11,0000;-5084,48
23083;2026-06-19;236;1;8;12;;RQ019604;11,0000;462,2257;5084,48;-11,0000;-5084,48
23084;2026-06-19;236;1;7;10;;RQ019605;11,0000;462,2257;5084,48;-11,0000;-5084,48
23085;2026-07-16;236;1;7;6;;RQ019606;20,0000;462,2257;9244,51;-20,0000;-9244,51
23086;2026-07-03;236;1;7;8;;RQ019607;20,0000;462,2257;9244,51;-20,0000;-9244,51
23087;2026-07-30;236;1;7;6;;RQ019608;20,0000;462,2257;9244,51;-20,0000;-9244,51
23088;2026-08-20;236;1;6;3;;RQ019609;15,0000;462,2257;6933,39;-15,0000;-6933,39
23089;2026-08-07;236;1;7;12;;RQ019610;15,0000;462,2257;6933,39;-15,0000;-6933,39
23090;2026-08-27;236;1;6;1;;RQ019611;15,0000;462,2257;6933,39;-15,0000;-6933,39
23091;2026-08-19;236;1;8;6;;RQ019612;15,0000;462,2257;6933,39;-15,0000;-6933,39
23092;2024-09-06;237;1;8;4;;RQ019613;32,0000;265,8100;8505,92;-32,0000;-8505,92
23093;2024-09-02;237;1;8;3;;RQ019614;32,0000;265,8100;8505,92;-32,0000;-8505,92
23094;2024-09-27;237;1;9;;;TR023094;54,0000;265,8100;14353,74;-54,0000;-14353,74
23095;2024-09-29;237;1;1;;12;NF226571;320,0000;265,9615;85107,68;320,0000;85107,68
23096;2024-10-31;237;1;8;8;;RQ019615;343,0000;265,9615;91224,79;-343,0000;-91224,79
23097;2024-11-01;237;1;1;;12;NF473708;359,0000;268,0115;96216,13;359,0000;96216,13
23098;2024-12-19;237;1;8;12;;RQ019616;20,0000;268,0115;5360,23;-20,0000;-5360,23
23099;2024-12-11;237;1;8;2;;RQ019617;20,0000;268,0115;5360,23;-20,0000;-5360,23
23100;2024-12-05;237;1;8;7;;RQ019618;20,0000;268,0115;5360,23;-20,0000;-5360,23
23101;2024-12-19;237;1;7;12;;RQ019619;20,0000;268,0115;5360,23;-20,0000;-5360,23
23102;2024-12-19;237;1;9;;;TR023102;23,0000;268,0115;6164,26;-23,0000;-6164,26
23103;2025-02-25;237;1;9;;;TR023103;25,0000;268,0115;6700,29;-25,0000;-6700,29
23104;2025-03-14;237;1;8;10;;RQ019620;21,0000;268,0115;5628,24;-21,0000;-5628,24
23105;2025-03-20;237;1;8;11;;RQ019621;21,0000;268,0115;5628,24;-21,0000;-5628,24
23106;2025-03-07;237;1;6;10;;RQ019622;21,0000;268,0115;5628,24;-21,0000;-5628,24
23107;2025-03-13;237;1;6;12;;RQ019623;21,0000;268,0115;5628,24;-21,0000;-5628,24
23108;2025-03-06;237;1;9;;;TR023108;53,0000;268,0115;14204,61;-53,0000;-14204,61
23109;2025-04-04;237;1;7;7;;RQ019624;178,0000;268,0115;47706,05;-178,0000;-47706,05
23110;2025-05-02;237;1;1;;12;NF996290;443,0000;268,1607;118795,19;443,0000;118795,19
23111;2025-06-06;237;1;7;10;;RQ019626;37,0000;268,1607;9921,95;-37,0000;-9921,95
23112;2025-06-10;237;1;8;11;;RQ019627;37,0000;268,1607;9921,95;-37,0000;-9921,95
23113;2025-06-13;237;1;8;6;;RQ019628;37,0000;268,1607;9921,95;-37,0000;-9921,95
23114;2025-06-03;237;1;9;;;TR023114;26,0000;268,1607;6972,18;-26,0000;-6972,18
23115;2025-09-04;237;1;8;7;;RQ019629;43,0000;268,1607;11530,91;-43,0000;-11530,91
23116;2025-09-16;237;1;6;5;;RQ019630;43,0000;268,1607;11530,91;-43,0000;-11530,91
23117;2025-09-05;237;1;8;10;;RQ019631;43,0000;268,1607;11530,91;-43,0000;-11530,91
23118;2025-09-01;237;1;8;9;;RQ019632;43,0000;268,1607;11530,91;-43,0000;-11530,91
23119;2025-09-15;237;1;8;12;;RQ019633;43,0000;268,1607;11530,91;-43,0000;-11530,91
23120;2025-09-24;237;1;1;;12;NF440358;352,0000;269,1755;94749,78;352,0000;94749,78
23121;2025-10-29;237;1;9;;;TR023121;26,0000;269,1755;6998,56;-26,0000;-6998,56
23122;2025-11-27;237;1;6;6;;RQ019634;86,0000;269,1755;23149,09;-86,0000;-23149,09
23123;2025-11-27;237;1;7;7;;RQ019635;86,0000;269,1755;23149,09;-86,0000;-23149,09
23124;2025-12-08;237;1;8;1;;RQ019636;50,0000;269,1755;13458,77;-50,0000;-13458,77
23125;2025-12-23;237;1;6;4;;RQ019637;50,0000;269,1755;13458,77;-50,0000;-13458,77
23126;2025-12-05;237;1;7;3;;RQ019638;50,0000;269,1755;13458,77;-50,0000;-13458,77
23127;2025-12-25;237;1;8;6;;RQ019639;50,0000;269,1755;13458,77;-50,0000;-13458,77
23128;2025-12-21;237;1;1;;12;NF728283;398,0000;269,0163;107068,49;398,0000;107068,49
23129;2026-01-16;237;1;8;12;;RQ019640;69,0000;269,0163;18562,12;-69,0000;-18562,12
23130;2026-01-07;237;1;6;3;;RQ019641;69,0000;269,0163;18562,12;-69,0000;-18562,12
23131;2026-02-10;237;1;7;12;;RQ019642;36,0000;269,0163;9684,59;-36,0000;-9684,59
23132;2026-02-25;237;1;6;11;;RQ019643;36,0000;269,0163;9684,59;-36,0000;-9684,59
23133;2026-02-23;237;1;6;8;;RQ019644;36,0000;269,0163;9684,59;-36,0000;-9684,59
23134;2026-02-12;237;1;8;1;;RQ019645;36,0000;269,0163;9684,59;-36,0000;-9684,59
23135;2026-03-08;237;1;1;;12;NF319344;282,0000;269,8186;76088,85;282,0000;76088,85
23136;2026-04-29;237;1;7;7;;RQ019646;55,0000;269,8186;14840,02;-55,0000;-14840,02
23137;2026-04-03;237;1;7;2;;RQ019647;55,0000;269,8186;14840,02;-55,0000;-14840,02
23138;2026-05-20;237;1;8;6;;RQ019648;8,0000;269,8186;2158,55;-8,0000;-2158,55
23139;2026-05-11;237;1;7;3;;RQ019649;8,0000;269,8186;2158,55;-8,0000;-2158,55
23140;2026-05-12;237;1;6;8;;RQ019650;8,0000;269,8186;2158,55;-8,0000;-2158,55
23141;2026-05-04;237;1;6;8;;RQ019651;8,0000;269,8186;2158,55;-8,0000;-2158,55
23142;2026-05-15;237;1;6;11;;RQ019652;8,0000;269,8186;2158,55;-8,0000;-2158,55
23143;2026-06-30;237;1;7;10;;RQ019653;14,0000;269,8186;3777,46;-14,0000;-3777,46
23144;2026-06-16;237;1;7;12;;RQ019654;14,0000;269,8186;3777,46;-14,0000;-3777,46
23145;2026-06-03;237;1;6;1;;RQ019655;14,0000;269,8186;3777,46;-14,0000;-3777,46
23146;2026-06-19;237;1;7;4;;RQ019656;14,0000;269,8186;3777,46;-14,0000;-3777,46
23147;2026-06-30;237;1;8;7;;RQ019657;14,0000;269,8186;3777,46;-14,0000;-3777,46
23148;2026-07-27;237;1;7;4;;RQ019658;66,0000;269,8186;17808,03;-66,0000;-17808,03
23149;2026-07-21;237;1;8;5;;RQ019659;66,0000;269,8186;17808,03;-66,0000;-17808,03
23150;2026-07-10;237;1;7;4;;RQ019660;66,0000;269,8186;17808,03;-66,0000;-17808,03
23151;2026-07-06;237;1;8;5;;RQ019661;25,0000;269,8186;6745,47;-25,0000;-6745,47
23152;2026-08-13;237;1;1;;12;NF181858;443,0000;272,9045;120896,69;443,0000;120896,69
23153;2026-08-21;237;1;7;12;;RQ019662;49,0000;272,9045;13372,32;-49,0000;-13372,32
23154;2026-08-31;237;1;7;6;;RQ019663;49,0000;272,9045;13372,32;-49,0000;-13372,32
23155;2026-08-17;237;1;8;3;;RQ019664;49,0000;272,9045;13372,32;-49,0000;-13372,32
23156;2026-08-04;237;1;7;6;;RQ019665;49,0000;272,9045;13372,32;-49,0000;-13372,32
23157;2026-08-13;237;1;8;1;;RQ019666;49,0000;272,9045;13372,32;-49,0000;-13372,32
23158;2024-09-27;237;3;3;;;TR023158;54,0000;265,8100;14353,74;54,0000;14353,74
23159;2024-09-05;237;3;8;2;;RQ019667;51,0000;265,8100;13556,31;-51,0000;-13556,31
23160;2024-09-17;237;3;7;8;;RQ019668;51,0000;265,8100;13556,31;-51,0000;-13556,31
23161;2024-09-25;237;3;8;3;;RQ019669;51,0000;265,8100;13556,31;-51,0000;-13556,31
23162;2024-10-07;237;3;1;;12;NF335026;350,0000;268,9531;94133,59;350,0000;94133,59
23163;2024-10-04;237;3;7;4;;RQ019670;70,0000;268,9531;18826,72;-70,0000;-18826,72
23164;2024-10-03;237;3;7;10;;RQ019671;70,0000;268,9531;18826,72;-70,0000;-18826,72
23165;2024-10-02;237;3;8;5;;RQ019672;70,0000;268,9531;18826,72;-70,0000;-18826,72
23166;2024-10-30;237;3;8;10;;RQ019673;70,0000;268,9531;18826,72;-70,0000;-18826,72
23167;2024-11-14;237;3;7;12;;RQ019674;163,0000;268,9531;43839,36;-163,0000;-43839,36
23168;2024-12-19;237;3;3;;;TR023168;23,0000;269,9121;6207,98;23,0000;6207,98
23169;2024-12-07;237;3;1;;12;NF570674;443,0000;269,9121;119571,06;443,0000;119571,06
23170;2024-12-30;237;3;8;8;;RQ019675;88,0000;269,9121;23752,26;-88,0000;-23752,26
23171;2024-12-16;237;3;6;3;;RQ019676;88,0000;269,9121;23752,26;-88,0000;-23752,26
23172;2025-02-25;237;3;3;;;TR023172;25,0000;269,9121;6747,80;25,0000;6747,80
23173;2025-02-05;237;3;7;12;;RQ019677;122,0000;269,9121;32929,28;-122,0000;-32929,28
23174;2025-03-06;237;3;3;;;TR023174;53,0000;269,9121;14305,34;53,0000;14305,34
23175;2025-03-06;237;3;8;7;;RQ019678;55,0000;269,9121;14845,17;-55,0000;-14845,17
23176;2025-03-06;237;3;7;1;;RQ019679;55,0000;269,9121;14845,17;-55,0000;-14845,17
23177;2025-04-15;237;3;1;;12;NF998926;307,0000;270,7214;83111,47;307,0000;83111,47
23178;2025-04-18;237;3;7;4;;RQ019680;132,0000;270,7214;35735,22;-132,0000;-35735,22
23179;2025-04-21;237;3;8;8;;RQ019681;132,0000;270,7214;35735,22;-132,0000;-35735,22
23180;2025-04-14;237;3;8;3;;RQ019682;132,0000;270,7214;35735,22;-132,0000;-35735,22
23181;2025-05-07;237;3;1;;12;NF577509;396,0000;270,8070;107239,57;396,0000;107239,57
23182;2025-05-23;237;3;8;2;;RQ019683;113,0000;270,8070;30601,19;-113,0000;-30601,19
23183;2025-05-15;237;3;8;3;;RQ019684;113,0000;270,8070;30601,19;-113,0000;-30601,19
23184;2025-06-03;237;3;3;;;TR023184;26,0000;270,8070;7040,98;26,0000;7040,98
23185;2025-06-23;237;3;7;6;;RQ019685;32,0000;270,8070;8665,82;-32,0000;-8665,82
23186;2025-06-24;237;3;7;5;;RQ019686;32,0000;270,8070;8665,82;-32,0000;-8665,82
23187;2025-07-14;237;3;7;1;;RQ019687;83,0000;270,8070;22476,98;-83,0000;-22476,98
23188;2025-07-15;237;3;8;3;;RQ019688;83,0000;270,8070;22476,98;-83,0000;-22476,98
23189;2025-08-12;237;3;1;;12;NF875297;430,0000;272,6989;117260,53;430,0000;117260,53
23190;2025-08-11;237;3;8;11;;RQ019689;49,0000;272,6989;13362,25;-49,0000;-13362,25
23191;2025-09-03;237;3;6;10;;RQ019690;4,0000;272,6989;1090,80;-4,0000;-1090,80
23192;2025-09-16;237;3;7;8;;RQ019691;4,0000;272,6989;1090,80;-4,0000;-1090,80
23193;2025-09-23;237;3;7;5;;RQ019692;4,0000;272,6989;1090,80;-4,0000;-1090,80
23194;2025-09-29;237;3;8;6;;RQ019693;4,0000;272,6989;1090,80;-4,0000;-1090,80
23195;2025-09-26;237;3;7;11;;RQ019694;4,0000;272,6989;1090,80;-4,0000;-1090,80
23196;2025-10-29;237;3;3;;;TR023196;26,0000;272,6989;7090,17;26,0000;7090,17
23197;2025-11-07;237;3;7;2;;RQ019695;75,0000;272,6989;20452,42;-75,0000;-20452,42
23198;2025-11-20;237;3;7;7;;RQ019696;75,0000;272,6989;20452,42;-75,0000;-20452,42
23199;2025-11-14;237;3;6;6;;RQ019697;75,0000;272,6989;20452,42;-75,0000;-20452,42
23200;2026-01-22;237;3;8;5;;RQ019698;69,0000;272,6989;18816,22;-69,0000;-18816,22
23201;2026-02-19;237;3;1;;12;NF818781;337,0000;273,0176;92006,93;337,0000;92006,93
23202;2026-02-10;237;3;6;7;;RQ019699;132,0000;273,0176;36038,32;-132,0000;-36038,32
23203;2026-02-11;237;3;8;4;;RQ019700;132,0000;273,0176;36038,32;-132,0000;-36038,32
23204;2026-02-11;237;3;7;11;;RQ019701;132,0000;273,0176;36038,32;-132,0000;-36038,32
23205;2026-03-09;237;3;1;;12;NF573958;381,0000;275,8492;105098,55;381,0000;105098,55
23206;2026-03-20;237;3;8;2;;RQ019702;322,0000;275,8492;88823,44;-322,0000;-88823,44
23207;2026-04-06;237;3;1;;12;NF323915;337,0000;275,1328;92719,75;337,0000;92719,75
23208;2026-04-15;237;3;8;1;;RQ019703;82,0000;275,1328;22560,89;-82,0000;-22560,89
23209;2026-04-02;237;3;8;6;;RQ019704;82,0000;275,1328;22560,89;-82,0000;-22560,89
23210;2026-05-21;237;3;8;8;;RQ019705;41,0000;275,1328;11280,44;-41,0000;-11280,44
23211;2026-05-29;237;3;6;1;;RQ019706;41,0000;275,1328;11280,44;-41,0000;-11280,44
23212;2026-05-27;237;3;8;5;;RQ019707;41,0000;275,1328;11280,44;-41,0000;-11280,44
23213;2026-05-27;237;3;6;2;;RQ019708;41,0000;275,1328;11280,44;-41,0000;-11280,44
23214;2026-05-04;237;3;7;6;;RQ019709;41,0000;275,1328;11280,44;-41,0000;-11280,44
23215;2026-06-02;237;3;1;;12;NF809641;369,0000;273,8173;101038,58;369,0000;101038,58
23216;2026-06-05;237;3;6;11;;RQ019710;24,0000;273,8173;6571,62;-24,0000;-6571,62
23217;2026-06-19;237;3;7;4;;RQ019711;24,0000;273,8173;6571,62;-24,0000;-6571,62
23218;2026-06-12;237;3;8;6;;RQ019712;24,0000;273,8173;6571,62;-24,0000;-6571,62
23219;2026-06-04;237;3;7;1;;RQ019713;24,0000;273,8173;6571,62;-24,0000;-6571,62
23220;2026-06-02;237;3;7;12;;RQ019714;24,0000;273,8173;6571,62;-24,0000;-6571,62
23221;2026-07-28;237;3;6;1;;RQ019715;31,0000;273,8173;8488,34;-31,0000;-8488,34
23222;2026-07-01;237;3;8;12;;RQ019716;31,0000;273,8173;8488,34;-31,0000;-8488,34
23223;2026-07-28;237;3;6;7;;RQ019717;31,0000;273,8173;8488,34;-31,0000;-8488,34
23224;2026-07-09;237;3;7;6;;RQ019718;31,0000;273,8173;8488,34;-31,0000;-8488,34
23225;2026-08-19;237;3;6;7;;RQ019719;44,0000;273,8173;12047,96;-44,0000;-12047,96
23226;2026-08-07;237;3;7;12;;RQ019720;44,0000;273,8173;12047,96;-44,0000;-12047,96
23227;2026-08-03;237;3;6;6;;RQ019721;44,0000;273,8173;12047,96;-44,0000;-12047,96
23228;2026-08-12;237;3;8;8;;RQ019722;44,0000;273,8173;12047,96;-44,0000;-12047,96
23229;2024-09-16;238;1;7;4;;RQ019723;20,0000;170,5400;3410,80;-20,0000;-3410,80
23230;2024-09-11;238;1;6;7;;RQ019724;20,0000;170,5400;3410,80;-20,0000;-3410,80
23231;2024-09-02;238;1;6;9;;RQ019725;20,0000;170,5400;3410,80;-20,0000;-3410,80
23232;2024-09-09;238;1;6;7;;RQ019726;20,0000;170,5400;3410,80;-20,0000;-3410,80
23233;2024-09-18;238;1;1;;15;NF823601;224,0000;170,4555;38182,03;224,0000;38182,03
23234;2024-10-03;238;1;6;12;;RQ019727;15,0000;170,4555;2556,83;-15,0000;-2556,83
23235;2024-10-15;238;1;6;7;;RQ019728;15,0000;170,4555;2556,83;-15,0000;-2556,83
23236;2024-10-28;238;1;8;3;;RQ019729;15,0000;170,4555;2556,83;-15,0000;-2556,83
23237;2024-10-25;238;1;7;9;;RQ019730;15,0000;170,4555;2556,83;-15,0000;-2556,83
23238;2024-09-30;239;1;7;3;;RQ019731;54,0000;33,1800;1791,72;-54,0000;-1791,72
23239;2024-09-16;239;1;7;7;;RQ019732;54,0000;33,1800;1791,72;-54,0000;-1791,72
23240;2024-09-10;239;1;7;9;;RQ019733;54,0000;33,1800;1791,72;-54,0000;-1791,72
23241;2024-09-12;239;1;8;6;;RQ019734;38,0000;33,1800;1260,84;-38,0000;-1260,84
23242;2024-10-16;239;1;1;;5;NF793803;472,0000;33,1103;15628,06;472,0000;15628,06
23243;2024-10-23;239;1;6;9;;RQ019735;13,0000;33,1103;430,43;-13,0000;-430,43
23244;2024-10-30;239;1;6;11;;RQ019736;13,0000;33,1103;430,43;-13,0000;-430,43
23245;2024-10-14;239;1;6;10;;RQ019737;13,0000;33,1103;430,43;-13,0000;-430,43
23246;2024-10-10;239;1;7;9;;RQ019738;13,0000;33,1103;430,43;-13,0000;-430,43
23247;2024-10-28;239;1;7;11;;RQ019739;13,0000;33,1103;430,43;-13,0000;-430,43
23248;2024-11-01;239;1;7;11;;RQ019740;17,0000;33,1103;562,88;-17,0000;-562,88
23249;2024-11-08;239;1;7;8;;RQ019741;17,0000;33,1103;562,88;-17,0000;-562,88
23250;2024-12-24;239;1;6;10;;RQ019742;32,0000;33,1103;1059,53;-32,0000;-1059,53
23251;2024-12-06;239;1;7;12;;RQ019743;32,0000;33,1103;1059,53;-32,0000;-1059,53
23252;2024-12-12;239;1;6;6;;RQ019744;32,0000;33,1103;1059,53;-32,0000;-1059,53
23253;2024-12-11;239;1;7;5;;RQ019745;32,0000;33,1103;1059,53;-32,0000;-1059,53
23254;2025-02-27;239;1;7;2;;RQ019746;101,0000;33,1103;3344,14;-101,0000;-3344,14
23255;2025-03-24;239;1;1;;5;NF418522;328,0000;33,2788;10915,45;328,0000;10915,45
23256;2025-03-27;239;1;7;1;;RQ019747;30,0000;33,2788;998,36;-30,0000;-998,36
23257;2025-03-12;239;1;8;10;;RQ019748;30,0000;33,2788;998,36;-30,0000;-998,36
23258;2025-03-28;239;1;7;5;;RQ019749;30,0000;33,2788;998,36;-30,0000;-998,36
23259;2025-05-27;239;1;6;7;;RQ019750;31,0000;33,2788;1031,64;-31,0000;-1031,64
23260;2025-05-19;239;1;8;5;;RQ019751;31,0000;33,2788;1031,64;-31,0000;-1031,64
23261;2025-05-23;239;1;7;12;;RQ019752;31,0000;33,2788;1031,64;-31,0000;-1031,64
23262;2025-05-14;239;1;7;6;;RQ019753;31,0000;33,2788;1031,64;-31,0000;-1031,64
23263;2025-06-04;239;1;6;10;;RQ019754;37,0000;33,2788;1231,32;-37,0000;-1231,32
23264;2025-06-16;239;1;8;6;;RQ019755;37,0000;33,2788;1231,32;-37,0000;-1231,32
23265;2025-06-05;239;1;6;12;;RQ019756;37,0000;33,2788;1231,32;-37,0000;-1231,32
23266;2025-06-10;239;1;6;7;;RQ019757;37,0000;33,2788;1231,32;-37,0000;-1231,32
23267;2025-06-28;239;1;1;;5;NF178210;362,0000;33,2874;12050,04;362,0000;12050,04
23268;2025-07-08;239;1;8;8;;RQ019758;109,0000;33,2874;3628,33;-109,0000;-3628,33
23269;2025-07-10;239;1;8;8;;RQ019759;109,0000;33,2874;3628,33;-109,0000;-3628,33
23270;2025-08-21;239;1;7;5;;RQ019760;29,0000;33,2874;965,33;-29,0000;-965,33
23271;2025-08-04;239;1;8;5;;RQ019761;29,0000;33,2874;965,33;-29,0000;-965,33
23272;2025-08-05;239;1;7;7;;RQ019762;29,0000;33,2874;965,33;-29,0000;-965,33
23273;2025-08-08;239;1;7;10;;RQ019763;29,0000;33,2874;965,33;-29,0000;-965,33
23274;2025-08-25;239;1;1;;5;NF130364;334,0000;33,4119;11159,57;334,0000;11159,57
23275;2025-09-16;239;1;6;10;;RQ019764;43,0000;33,4119;1436,71;-43,0000;-1436,71
23276;2025-09-02;239;1;7;9;;RQ019765;43,0000;33,4119;1436,71;-43,0000;-1436,71
23277;2025-09-26;239;1;7;10;;RQ019766;43,0000;33,4119;1436,71;-43,0000;-1436,71
23278;2025-09-02;239;1;6;2;;RQ019767;43,0000;33,4119;1436,71;-43,0000;-1436,71
23279;2025-09-02;239;1;6;4;;RQ019768;43,0000;33,4119;1436,71;-43,0000;-1436,71
23280;2025-10-28;239;1;8;8;;RQ019769;45,0000;33,4119;1503,54;-45,0000;-1503,54
23281;2025-10-14;239;1;6;8;;RQ019770;45,0000;33,4119;1503,54;-45,0000;-1503,54
23282;2025-10-16;239;1;7;12;;RQ019771;45,0000;33,4119;1503,54;-45,0000;-1503,54
23283;2025-10-02;239;1;8;9;;RQ019772;45,0000;33,4119;1503,54;-45,0000;-1503,54
23284;2025-11-19;239;1;1;;5;NF463478;395,0000;33,6739;13301,19;395,0000;13301,19
23285;2025-11-12;239;1;6;5;;RQ019773;110,0000;33,6739;3704,13;-110,0000;-3704,13
23286;2026-01-14;239;1;7;3;;RQ019774;49,0000;33,6739;1650,02;-49,0000;-1650,02
23287;2026-01-01;239;1;8;1;;RQ019775;49,0000;33,6739;1650,02;-49,0000;-1650,02
23288;2026-01-23;239;1;6;2;;RQ019776;49,0000;33,6739;1650,02;-49,0000;-1650,02
23289;2026-01-22;239;1;7;4;;RQ019777;49,0000;33,6739;1650,02;-49,0000;-1650,02
23290;2026-02-03;239;1;1;;5;NF834009;306,0000;33,6212;10288,09;306,0000;10288,09
23291;2026-02-05;239;1;7;10;;RQ019778;22,0000;33,6212;739,67;-22,0000;-739,67
23292;2026-02-12;239;1;7;3;;RQ019779;22,0000;33,6212;739,67;-22,0000;-739,67
23293;2026-02-18;239;1;8;10;;RQ019780;22,0000;33,6212;739,67;-22,0000;-739,67
23294;2026-02-03;239;1;6;7;;RQ019781;22,0000;33,6212;739,67;-22,0000;-739,67
23295;2026-02-17;239;1;8;12;;RQ019782;22,0000;33,6212;739,67;-22,0000;-739,67
23296;2026-03-17;239;1;6;3;;RQ019783;87,0000;33,6212;2925,04;-87,0000;-2925,04
23297;2026-03-17;239;1;8;11;;RQ019784;87,0000;33,6212;2925,04;-87,0000;-2925,04
23298;2026-04-14;239;1;7;6;;RQ019785;1,0000;33,6212;33,62;-1,0000;-33,62
23299;2026-04-24;239;1;6;10;;RQ019786;1,0000;33,6212;33,62;-1,0000;-33,62
23300;2026-04-13;239;1;8;4;;RQ019787;1,0000;33,6212;33,62;-1,0000;-33,62
23301;2026-04-29;239;1;6;3;;RQ019788;1,0000;33,6212;33,62;-1,0000;-33,62
23302;2026-04-15;239;1;7;12;;RQ019789;1,0000;33,6212;33,62;-1,0000;-33,62
23303;2026-05-18;239;1;8;11;;RQ019790;51,0000;33,6212;1714,68;-51,0000;-1714,68
23304;2026-05-07;239;1;7;1;;RQ019791;51,0000;33,6212;1714,68;-51,0000;-1714,68
23305;2026-05-29;239;1;7;1;;RQ019792;51,0000;33,6212;1714,68;-51,0000;-1714,68
23306;2026-06-10;239;1;1;;5;NF767060;442,0000;33,5407;14824,99;442,0000;14824,99
23307;2026-06-18;239;1;8;6;;RQ019793;17,0000;33,5407;570,19;-17,0000;-570,19
23308;2026-06-08;239;1;7;6;;RQ019794;17,0000;33,5407;570,19;-17,0000;-570,19
23309;2026-06-04;239;1;8;12;;RQ019795;17,0000;33,5407;570,19;-17,0000;-570,19
23310;2026-06-22;239;1;7;4;;RQ019796;17,0000;33,5407;570,19;-17,0000;-570,19
23311;2026-06-15;239;1;8;7;;RQ019797;17,0000;33,5407;570,19;-17,0000;-570,19
23312;2026-07-28;239;1;8;6;;RQ019798;14,0000;33,5407;469,57;-14,0000;-469,57
23313;2026-07-15;239;1;8;11;;RQ019799;14,0000;33,5407;469,57;-14,0000;-469,57
23314;2026-08-25;239;1;7;7;;RQ019800;24,0000;33,5407;804,98;-24,0000;-804,98
23315;2026-08-31;239;1;6;3;;RQ019801;24,0000;33,5407;804,98;-24,0000;-804,98
23316;2026-08-20;239;1;8;8;;RQ019802;24,0000;33,5407;804,98;-24,0000;-804,98
23317;2026-08-18;239;1;8;6;;RQ019803;24,0000;33,5407;804,98;-24,0000;-804,98
23318;2026-08-28;239;1;6;10;;RQ019804;24,0000;33,5407;804,98;-24,0000;-804,98
23319;2024-09-25;240;1;7;3;;RQ019805;3,0000;60,3600;181,08;-3,0000;-181,08
23320;2024-09-09;240;1;7;8;;RQ019806;3,0000;60,3600;181,08;-3,0000;-181,08
23321;2024-09-17;240;1;8;11;;RQ019807;3,0000;60,3600;181,08;-3,0000;-181,08
23322;2024-09-11;240;1;6;6;;RQ019808;3,0000;60,3600;181,08;-3,0000;-181,08
23323;2024-10-23;240;1;6;8;;RQ019809;10,0000;60,3600;603,60;-10,0000;-603,60
23324;2024-10-10;240;1;7;2;;RQ019810;10,0000;60,3600;603,60;-10,0000;-603,60
